"","PolyA_1101","PolyA_1548","PolyA_1628","RiboDep_1101","RiboDep_1548","RiboDep_1628"
"g42853",0,0,0,8,7,4
"g42854",0,0,0,18,5,10
"g42836",249,164,178,21,23,21
"g42838",9,9,7,15,19,19
"g42840",27,25,72,10,38,54
"g42841",7,8,15,15,28,18
"g42842",37,45,38,13,31,24
"g42845",24,43,52,13,25,27
"g42850",21,0,0,43,4,28
"g42851",20,0,8,100,0,81
"g42926",0,0,0,31,35,17
"g42934",1,1,0,7,14,12
"g42928",13,3,13,32,38,29
"g42929",7,0,6,9,10,12
"g42952",3,0,0,8,20,16
"g42959",3,2,4,13,27,15
"g42964",5,0,0,16,33,32
"g42969",3,1,4,21,40,28
"g42967",36,0,0,50,86,92
"g42975",0,0,0,24,41,31
"g42978",1,0,2,54,61,79
"g42981",4,7,0,20,28,45
"g42994",0,0,0,38,101,75
"g42996",5,3,2,9,35,17
"g42999",2,0,0,1,8,4
"g43000",5,0,0,21,32,17
"g43001",29,0,0,37,58,44
"g43002",51,3,18,31,80,60
"g43006",5,0,0,19,20,18
"g43004",16,0,0,20,19,27
"g43005",6,0,0,32,33,47
"g43014",10,0,5,6,6,11
"g43018",2,5,4,12,29,14
"g43015",1961,1407,1020,153,218,202
"g43017",3,15,12,47,87,58
"g43020",1095,787,882,81,142,131
"g43021",114,116,97,44,63,44
"g43029",10,2,9,0,18,17
"g43035",27,24,18,25,58,40
"g43036",241,286,190,90,122,79
"g43039",640,420,378,57,67,61
"g43046",634,331,573,43,86,65
"g43049",35,25,56,20,64,45
"g43070",8,9,10,19,42,33
"g43071",13,13,11,13,27,21
"g43075",0,2,2,20,23,48
"g43079",1,0,2,25,27,34
"g43084",0,0,0,6,35,28
"g43094",1847,1092,1265,127,188,177
"g43097",9,36,30,83,54,44
"g43099",377,352,408,28,69,45
"g43103",8,4,5,16,37,16
"g43105",1,1,5,22,31,36
"g43106",1,0,1,27,34,28
"g43107",37,13,20,35,65,35
"g43108",11,27,22,43,43,36
"g43111",11,20,11,37,58,42
"g43112",3,0,0,19,20,10
"g43113",3,0,0,36,45,36
"g43114",2,0,1,14,15,16
"g43115",4,5,10,44,43,18
"g43117",4,5,0,10,37,16
"g43120",5,3,9,45,56,53
"g43122",23,0,15,24,15,36
"g43118",155,30,72,30,57,47
"g43119",1809,747,865,98,140,120
"g43132",18,9,10,50,65,68
"g43133",12,14,13,25,69,45
"g43130",12,11,3,37,92,85
"g43131",4,0,3,6,11,8
"g43142",102,45,30,45,74,68
"g43143",8,3,4,12,20,24
"g43144",29,4,21,46,39,46
"g43148",12,4,28,35,60,43
"g43147",18,0,0,44,41,80
"g43149",7,29,16,16,58,41
"g43150",4,4,2,11,13,12
"g43155",6,0,1,6,8,8
"g43154",4,1,3,19,15,17
"g43158",0,0,3,56,73,75
"g43156",4,4,4,27,38,38
"g43159",19,0,13,31,30,49
"g43160",27,16,13,24,7,10
"g43162",101,142,255,67,86,80
"g43168",1,0,2,7,14,12
"g43170",27,41,59,22,79,50
"g43171",31,22,76,31,75,58
"g43175",0,0,0,11,22,17
"g43176",0,0,0,11,30,20
"g43177",0,0,12,59,82,73
"g43201",0,0,3,17,39,15
"g43197",6,2,3,52,53,21
"g43203",46,58,14,58,94,47
"g43213",0,0,0,16,53,27
"g43229",1,0,0,21,43,28
"g43230",4,0,0,20,27,11
"g43221",0,0,0,7,19,13
"g43224",0,2,0,16,25,16
"g43225",0,0,0,64,58,33
"g43226",0,0,0,28,32,25
"g43208",904,486,348,36,52,86
"g43209",144,5,148,84,225,160
"g43232",32,16,0,25,42,41
"g43235",510,240,303,34,47,25
"g43238",32,43,22,59,215,172
"g43242",313,199,184,24,29,27
"g43258",0,0,0,33,51,47
"g43257",90,32,89,30,46,32
"g43290",0,0,0,9,23,12
"g43276",329,100,259,73,109,136
"g43288",1,0,1,3,9,4
"g43300",31,63,105,32,62,28
"g43345",0,6,13,8,13,25
"g43348",29,26,39,10,41,29
"g43356",3,4,12,12,10,13
"g43360",0,0,0,27,27,89
"g43361",0,0,0,10,11,24
"g43357",7,2,10,20,21,27
"g43358",2,4,4,19,23,29
"g43362",78,19,72,32,26,53
"g43367",198,164,150,90,217,195
"g43372",8,2,11,10,10,12
"g43374",7,0,18,7,19,18
"g43376",26,6,22,12,19,13
"g43388",2,0,3,40,60,31
"g43391",14,5,0,41,40,18
"g43393",104,132,111,36,93,71
"g43394",4,6,16,7,21,14
"g43401",0,0,4,7,5,6
"g43404",124,36,47,76,156,140
"g43415",910,504,430,53,67,68
"g43420",60,21,34,66,79,73
"g43430",210,197,134,43,98,104
"g43434",9,13,14,46,65,65
"g43433",3402,2699,2229,319,517,363
"g43445",3,1,1,27,39,41
"g43454",0,2,0,0,5,8
"g43455",11,5,56,20,28,53
"g43449",0,0,0,7,25,16
"g43451",12,0,0,33,25,50
"g43453",30,94,18,34,38,44
"g43463",5,8,6,10,9,16
"g43465",21,13,21,10,72,22
"g43467",0,2,0,12,29,8
"g43469",0,0,0,6,9,4
"g43471",0,1,0,6,22,9
"g43473",0,3,0,12,29,21
"g43474",0,0,0,14,35,22
"g43475",0,1,0,11,38,32
"g43478",0,0,0,6,12,11
"g43480",0,0,0,13,25,12
"g43486",0,0,0,15,39,27
"g43487",0,1,0,15,39,17
"g43488",0,1,0,21,40,27
"g43491",0,0,0,18,24,15
"g43493",0,0,0,12,14,12
"g43495",0,0,0,24,73,33
"g43468",1,1,0,6,16,9
"g43470",3,4,0,18,54,23
"g43476",19,21,42,20,55,46
"g43479",3,4,1,19,36,27
"g43483",62,83,93,11,96,64
"g43484",5,3,3,3,18,11
"g43485",4,5,0,16,46,32
"g43509",0,0,7,33,45,69
"g43510",23,55,49,25,75,55
"g43511",14,8,20,38,35,48
"g43513",2,0,21,60,117,99
"g43516",107,243,180,94,121,106
"g43518",54,8,20,43,49,38
"g43524",30,18,52,82,92,113
"g43525",13,0,14,17,26,19
"g43526",32,0,28,22,29,26
"g43522",0,0,0,71,71,88
"g43552",0,6,4,21,19,28
"g43562",0,0,0,13,28,16
"g43569",0,6,0,0,34,13
"g43572",0,0,0,1,4,5
"g43573",0,0,0,7,47,24
"g43574",0,0,0,14,30,15
"g43575",0,0,0,6,10,8
"g43576",0,0,0,6,11,16
"g43577",0,0,0,8,28,39
"g43566",9,19,12,10,15,8
"g43568",12,27,12,8,33,14
"g43592",88,42,52,21,48,42
"g43604",84,39,34,29,40,26
"g43606",154,123,63,66,47,43
"g43612",0,0,0,10,6,20
"g43622",0,0,0,12,38,28
"g43631",3,5,0,10,26,41
"g43624",7,8,0,7,18,10
"g43625",36,48,9,27,45,30
"g43626",15,33,11,17,33,16
"g43629",351,243,248,87,133,81
"g43633",39,23,26,23,31,42
"g43638",24,16,25,14,61,38
"g43660",2,4,0,48,74,54
"g43651",0,0,0,16,18,9
"g43652",0,6,13,26,38,51
"g43657",0,0,6,32,75,50
"g43663",23,21,61,52,85,51
"g43664",31,14,8,13,13,8
"g43665",723,404,433,42,74,42
"g43684",6,0,0,51,22,0
"g43691",15,6,9,10,12,10
"g43701",0,0,0,12,18,11
"g43703",0,0,0,25,16,14
"g43705",0,0,0,14,6,3
"g43699",6,0,1,28,16,8
"g43700",15,0,0,27,19,14
"g43710",8,5,33,31,96,40
"g43713",34,12,16,18,44,49
"g43714",391,356,322,38,58,40
"g43722",128,128,143,68,116,98
"g43723",275,125,116,94,116,109
"g43731",40,78,13,44,54,62
"g43719",0,0,0,6,4,1
"g43728",27,27,39,19,54,11
"g43737",396,229,328,143,198,210
"g43745",1,0,0,29,28,15
"g43743",0,0,0,10,8,14
"g43752",0,0,0,27,25,33
"g43751",31,6,5,45,85,67
"g43754",4,0,0,38,22,39
"g43760",0,5,3,41,59,40
"g43765",9,1,3,49,85,57
"g43763",0,6,3,7,12,13
"g43761",8,4,21,33,50,56
"g43762",15,9,93,56,72,71
"g43768",1,0,0,12,11,17
"g43772",3,9,10,32,41,36
"g43777",0,0,0,23,28,35
"g43779",27,26,16,21,32,25
"g43780",6,2,12,17,30,23
"g43787",7,1,0,19,24,20
"g43790",0,0,0,2,18,19
"g43789",17,61,5,15,39,36
"g43792",73,7,18,13,27,36
"g43797",0,0,8,12,13,15
"g43796",11,8,13,5,17,16
"g43783",0,5,0,53,44,28
"g43782",56,48,36,82,77,52
"g43822",29,35,42,13,34,21
"g43830",4,3,0,34,84,80
"g43842",2,1,2,27,33,21
"g43844",2,0,0,43,64,40
"g43836",0,0,0,2,2,1
"g43834",56,33,45,18,24,39
"g43840",56,47,75,20,25,47
"g43846",30,23,68,26,67,45
"g43849",0,0,0,5,12,1
"g43857",1,1,0,3,13,5
"g43858",4,0,1,64,102,68
"g43865",9,0,0,15,29,23
"g43888",4,0,0,18,19,0
"g43889",4,0,0,23,62,42
"g43901",4,0,1,13,31,12
"g43904",2,0,0,37,59,30
"g43887",5,0,0,14,16,18
"g43922",7,1,4,17,31,22
"g43930",0,0,3,14,0,14
"g43934",3,2,2,8,13,7
"g43952",61,0,6,65,103,78
"g43953",10,2,5,10,14,22
"g43955",5,10,0,23,51,40
"g43954",15,15,7,22,48,36
"g43942",0,6,0,13,29,29
"g43943",0,1,0,7,13,17
"g43938",1,13,0,22,42,32
"g43939",3,7,0,25,48,33
"g43944",6,0,0,18,40,32
"g43977",1,3,0,11,12,9
"g43982",3,11,5,14,52,55
"g43986",0,0,0,30,49,51
"g43987",0,0,2,17,46,21
"g43985",572,359,455,57,59,59
"g43988",3,0,0,24,31,20
"g43999",4,5,5,17,40,29
"g44002",14,10,19,16,9,28
"g44018",16,0,7,27,27,43
"g44019",292,254,126,63,101,75
"g44032",4,0,2,51,24,20
"g44060",2,0,5,5,8,18
"g44062",11,13,9,24,38,49
"g44063",4,8,9,8,11,21
"g44072",3,0,0,9,9,9
"g44041",0,0,0,4,2,3
"g44050",0,0,0,86,90,20
"g44051",0,0,0,24,18,13
"g44052",0,0,0,13,24,17
"g44058",0,0,0,22,11,15
"g44059",0,0,0,13,2,3
"g44040",3,0,0,29,15,29
"g44046",6,0,16,23,24,27
"g44070",18,0,0,10,20,24
"g44074",11,0,2,13,17,6
"g44076",3,14,2,42,80,46
"g44078",0,0,0,28,38,21
"g44079",0,0,0,9,13,2
"g44081",0,0,0,7,3,3
"g44084",2,0,0,12,16,9
"g44104",2,0,1,5,4,17
"g44106",0,8,25,21,20,25
"g44113",15,11,0,18,22,20
"g44117",4,4,0,8,13,6
"g44085",276,98,146,58,117,48
"g44087",21,4,2,20,47,0
"g44088",7,7,0,47,101,35
"g44089",8,10,2,51,119,48
"g44091",27,0,0,27,43,4
"g44094",5,4,0,5,10,1
"g44095",16,2,2,25,53,25
"g44098",50,36,47,71,93,87
"g44131",3,17,0,15,49,37
"g44132",3,8,0,29,46,33
"g44129",34,44,80,29,49,53
"g44130",23,5,20,39,55,46
"g44126",146,96,107,38,43,65
"g44142",6,11,3,28,38,36
"g44141",52,23,0,20,58,43
"g44144",24,14,15,27,47,34
"g44145",20,29,45,8,71,36
"g44146",10,0,0,27,48,33
"g44148",22,22,0,25,27,34
"g44153",103,84,15,163,245,194
"g44154",26,21,4,53,75,72
"g44155",14,18,0,46,54,57
"g44156",33,9,0,46,47,56
"g44166",2,0,0,13,21,14
"g44159",0,12,0,33,63,41
"g44158",14,0,0,59,39,49
"g44163",3,0,0,13,12,6
"g44176",18,15,17,13,20,17
"g44181",0,0,9,42,108,85
"g44189",3,7,4,17,53,55
"g44191",0,29,0,60,83,72
"g44192",477,323,228,28,40,41
"g44237",2,0,0,13,16,15
"g44239",12,0,7,30,29,29
"g44243",40,6,7,32,34,35
"g44244",10,11,4,25,39,35
"g44253",6,0,0,36,50,46
"g44257",6,0,0,12,16,11
"g44260",0,0,0,16,20,21
"g44266",3,0,0,12,7,6
"g44267",12,22,37,37,24,27
"g44284",1,4,4,7,5,4
"g44289",2,0,0,33,43,25
"g44283",90,20,0,37,72,31
"g44296",0,1,0,12,9,11
"g44295",2,1,0,22,42,34
"g44302",7,0,1,11,19,10
"g44310",5,7,0,34,31,36
"g44314",0,1,2,38,29,23
"g44315",13,2,8,12,18,14
"g44318",0,0,0,45,111,33
"g44333",0,2,3,31,33,31
"g44336",2,0,0,24,22,18
"g44342",1,2,1,18,5,41
"g44351",1,0,0,16,34,28
"g44348",0,0,0,47,5,9
"g44359",3,0,0,17,10,2
"g44363",7,0,0,21,13,25
"g44362",6,0,0,20,16,23
"g44368",4,2,2,21,25,23
"g44364",5,0,17,37,25,34
"g44377",4,2,2,21,30,26
"g44379",13,3,4,84,105,80
"g44381",0,0,0,23,10,22
"g44380",9,0,0,4,4,12
"g44382",0,0,0,29,10,30
"g44375",0,0,0,22,16,24
"g44374",171,78,93,35,48,33
"g44389",8,0,0,41,7,28
"g44200",0,0,0,22,28,47
"g44203",0,0,0,15,8,17
"g44214",0,0,0,7,2,7
"g44224",0,0,0,9,6,6
"g44199",16,3,20,114,85,219
"g44208",6,0,0,13,0,21
"g44209",3,0,0,10,0,67
"g44210",23,0,14,51,0,193
"g44216",7,4,0,48,41,68
"g44222",21,16,1,48,90,86
"g44223",6,3,0,20,32,39
"g44225",8,1,21,12,14,8
"g44397",65,13,28,164,277,257
"g44408",3,3,5,23,27,38
"g44405",750,456,439,60,74,74
"g44414",53,51,41,17,45,40
"g44428",9,0,29,18,24,25
"g44432",13,0,31,40,34,26
"g44433",1,0,1,16,19,11
"g44462",12,9,0,9,39,29
"g44463",2,7,0,16,35,16
"g44472",7,0,3,5,9,15
"g44473",0,0,0,22,80,54
"g44497",0,0,0,15,16,20
"g44499",0,0,0,12,8,11
"g44505",0,0,0,56,19,6
"g44508",0,0,0,34,9,4
"g44509",0,0,3,62,26,6
"g44513",0,0,0,36,44,8
"g44517",0,0,0,14,19,15
"g44519",0,0,0,26,16,13
"g44520",0,0,5,8,32,33
"g44486",17,0,4,6,36,16
"g44487",3,0,6,20,51,37
"g44489",9,7,0,104,84,52
"g44490",14,0,0,20,16,11
"g44494",4,0,0,35,52,27
"g44495",19,0,1,31,20,17
"g44502",1,0,0,8,12,0
"g44506",4,0,0,42,16,7
"g44510",4,13,4,30,30,5
"g44512",1,0,1,15,15,3
"g44514",4,0,0,25,31,8
"g44515",2,0,3,17,24,16
"g44516",3,0,0,19,18,9
"g44518",1,0,1,20,19,13
"g44521",5,4,0,35,119,107
"g44529",1230,706,858,96,112,141
"g44540",6,0,0,21,16,16
"g44531",257,105,139,56,83,85
"g44542",7,9,33,36,51,53
"g44551",153,46,28,39,77,57
"g44555",14,0,1,29,65,43
"g44558",1,0,0,5,5,16
"g44556",70,37,11,62,68,76
"g44546",0,0,1,13,27,25
"g44566",18,4,18,26,39,28
"g44582",776,323,275,33,58,45
"g44588",66,106,92,48,51,63
"g44589",154,42,38,37,69,43
"g44591",6,0,0,50,62,50
"g44593",0,0,0,33,63,33
"g44592",46,9,11,40,67,35
"g44597",140,14,43,38,71,66
"g44599",0,4,0,17,0,18
"g44600",8,8,21,18,44,21
"g44614",6,0,0,10,12,11
"g44616",0,8,13,20,41,46
"g44621",23,40,24,24,51,46
"g44629",12,6,0,32,45,43
"g44632",17,9,17,33,71,34
"g44636",29,16,33,20,74,51
"g44639",2,0,0,10,6,3
"g44638",229,73,95,55,87,64
"g44666",0,0,0,14,17,15
"g44668",11,0,16,31,45,42
"g44643",0,0,0,25,19,16
"g44644",0,0,0,2,6,7
"g44640",52,19,35,37,23,24
"g44646",8,8,0,36,51,41
"g44649",2,3,3,17,33,27
"g44655",1,0,1,11,16,5
"g44656",30,10,12,15,21,25
"g44679",12,5,6,101,121,104
"g44680",35,15,85,46,28,29
"g44686",2,0,0,7,27,27
"g44683",795,638,486,62,87,78
"g44712",0,0,0,6,25,20
"g44726",6,3,11,5,35,14
"g44727",76,59,51,161,172,206
"g44721",0,3,8,13,24,10
"g44738",76,155,144,45,92,208
"g44741",22,4,104,97,38,120
"g44756",8,2,2,5,5,4
"g44757",2,0,0,18,5,4
"g44764",0,7,0,3,23,12
"g44766",0,6,0,10,30,15
"g44768",1,1,0,76,139,95
"g44769",1,4,0,39,58,42
"g44770",1,0,1,83,184,112
"g44771",0,10,1,40,61,70
"g44773",3,0,4,0,12,12
"g44782",0,0,0,60,53,51
"g44781",2,0,1,16,18,24
"g44779",80,35,26,24,23,25
"g44783",23,15,62,20,40,39
"g44785",0,7,0,8,11,9
"g44784",70,51,63,15,73,46
"g44787",25,7,14,22,44,44
"g44789",2,4,0,101,181,117
"g44791",32,4,36,23,48,25
"g44796",116,142,157,55,88,68
"g44800",41,57,85,20,41,51
"g44808",49,27,76,36,52,50
"g44809",4,0,0,18,18,21
"g44814",0,0,3,22,30,12
"g44812",127,131,131,49,67,98
"g44823",69,38,59,21,56,23
"g44828",0,2,0,13,34,41
"g44843",155,139,123,56,69,47
"g44844",303,229,184,62,102,80
"g44846",103,153,81,80,130,114
"g44847",178,201,209,44,146,139
"g44848",2,4,1,30,77,44
"g44849",2,0,3,37,68,46
"g44852",0,0,0,10,17,43
"g44855",0,4,0,23,25,7
"g44854",9,8,0,44,42,30
"g44856",17,24,19,43,48,42
"g44860",0,1,0,8,18,11
"g44861",3,5,1,10,11,12
"g44864",8,12,0,42,87,75
"g44870",4,0,0,52,65,37
"g44872",3,1,1,16,31,31
"g44867",856,770,531,53,86,88
"g44888",3,3,0,24,17,20
"g44879",0,0,0,13,8,11
"g44881",0,0,0,16,34,23
"g44882",0,0,0,10,12,10
"g44886",0,0,6,0,20,21
"g44876",253,121,169,9,24,24
"g44877",2,2,3,5,7,11
"g44884",4,0,0,11,0,18
"g44885",4,0,0,10,18,33
"g44892",378,149,151,62,137,100
"g44896",0,2,0,12,41,24
"g44895",24,70,51,100,341,140
"g44897",6,22,20,25,40,39
"g44907",0,11,2,16,18,20
"g44909",0,0,0,7,14,6
"g44911",0,0,0,5,12,4
"g44912",0,0,2,3,15,5
"g44921",0,0,0,40,52,42
"g44923",0,0,0,6,5,3
"g44937",0,1,0,3,1,1
"g44906",5,1,1,7,1,4
"g44915",16,7,7,15,16,31
"g44916",4,0,2,11,20,18
"g44917",1,3,2,2,9,7
"g44933",10,0,0,32,9,13
"g44941",4,4,0,9,11,9
"g44942",5,0,0,5,12,8
"g44951",39,27,4,25,49,34
"g44984",4,1,2,24,22,31
"g44972",0,0,0,17,28,35
"g44970",1,0,0,8,4,0
"g44971",9,14,5,17,29,23
"g44973",6,3,0,3,5,6
"g44989",0,0,0,10,25,15
"g44990",0,0,0,7,15,15
"g44993",3,0,0,29,24,21
"g44994",3,0,0,14,11,13
"g45008",0,0,0,7,10,8
"g45010",16,17,0,40,50,20
"g45023",2,0,0,34,34,27
"g45044",0,3,5,16,0,50
"g45034",16,8,13,58,111,88
"g45048",1,2,0,5,14,5
"g45051",0,10,0,14,23,15
"g45057",3,0,0,14,22,7
"g45059",1,0,0,1,16,9
"g45071",7,30,13,35,71,79
"g45098",46,23,82,46,64,53
"g45100",0,6,0,23,68,19
"g45101",0,0,10,9,61,11
"g45093",0,3,0,16,11,2
"g45116",1,0,3,5,46,32
"g45117",0,0,3,0,34,19
"g45119",85,44,72,25,119,17
"g45111",0,2,0,20,69,0
"g45110",3,0,0,26,42,0
"g45121",6,2,6,25,29,15
"g45123",7,2,0,19,16,10
"g45125",0,0,0,14,26,13
"g45130",0,0,0,16,26,7
"g45129",55,39,2,39,58,30
"g45143",47,34,49,34,57,43
"g45135",0,5,0,5,19,13
"g45138",0,1,0,11,0,8
"g45139",0,0,3,9,2,5
"g45141",0,0,0,48,45,43
"g45140",7,0,3,12,2,6
"g45160",119,216,189,71,141,114
"g45161",121,104,124,49,57,35
"g45150",697,510,562,66,97,57
"g45165",86,35,56,12,38,42
"g45166",301,186,189,25,34,22
"g45169",68,36,34,10,60,32
"g45173",0,0,0,19,11,11
"g45179",2128,1804,1713,155,249,222
"g45185",69,23,61,26,30,27
"g45190",585,291,254,98,158,114
"g45197",3,0,4,29,68,33
"g45210",402,254,303,27,43,26
"g45216",0,0,0,12,10,11
"g45225",22,4,0,8,13,11
"g45262",0,0,0,10,22,13
"g45242",0,0,0,8,26,6
"g45243",0,0,0,22,67,31
"g45244",0,0,0,46,97,39
"g45245",0,0,0,17,44,38
"g45246",0,0,4,28,104,33
"g45247",0,4,0,42,105,91
"g45248",0,0,0,47,68,30
"g45252",0,0,0,38,32,38
"g45241",3,0,0,16,66,40
"g45253",2,0,15,23,18,9
"g45254",11,24,10,16,22,25
"g45275",226,138,189,15,27,15
"g45268",74,30,27,41,91,93
"g45274",6,3,2,10,12,7
"g45286",20,9,11,21,25,17
"g45287",40,9,63,25,61,64
"g45288",13,16,40,36,63,74
"g45283",70,20,76,153,212,231
"g45293",1,1,1,27,20,20
"g45299",14,34,5,62,38,68
"g45300",36,0,11,56,47,70
"g45356",0,0,0,292,69,46
"g45357",10,2,0,1491,377,231
"g45378",0,3,0,17,15,7
"g45379",6,0,3,12,10,15
"g45377",11,14,11,12,30,16
"g45381",8,2,9,10,16,19
"g45361",0,0,1,19,26,16
"g45362",0,0,0,8,4,12
"g45372",0,0,0,42,46,62
"g45375",0,0,0,20,38,37
"g45371",7,0,10,23,2,16
"g45373",3,0,0,13,3,7
"g45374",8,0,0,43,35,50
"g45376",17,6,6,27,42,57
"g45384",242,152,111,84,148,149
"g45390",19,24,10,24,38,24
"g45386",100,54,122,21,72,49
"g45393",17,38,34,32,48,50
"g45403",26,15,30,37,89,54
"g45401",139,92,56,144,262,156
"g45406",1,2,1,5,12,10
"g45410",14,17,2,12,78,56
"g45427",13,0,13,41,36,28
"g45416",0,0,2,11,12,19
"g45419",0,4,0,15,24,8
"g45414",43,18,15,11,15,13
"g45417",136,100,17,47,75,67
"g45418",190,52,40,88,55,54
"g45311",0,0,25,103,155,143
"g45345",0,0,0,30,52,33
"g45352",0,0,0,11,16,24
"g45309",331,220,337,21,32,37
"g45312",4,0,0,35,31,36
"g45315",875,670,745,77,114,79
"g45316",20,9,12,9,17,10
"g45318",8,6,6,31,59,68
"g45327",12,1,21,17,26,27
"g45330",113,54,41,58,87,71
"g45335",58,21,76,24,40,25
"g45344",122,117,119,29,112,97
"g45431",20,6,24,40,47,24
"g45434",20,4,11,23,57,39
"g45450",22,22,0,60,67,35
"g45454",656,292,450,23,70,58
"g45471",0,0,0,16,6,14
"g45478",0,0,0,4,8,14
"g45468",4,6,6,13,13,19
"g45484",15,2,0,57,66,27
"g45498",569,136,555,297,507,359
"g45514",0,0,0,23,17,19
"g45532",5,1,0,10,4,4
"g45526",1543,1025,1660,121,157,170
"g45528",389,242,203,74,105,102
"g45531",603,364,348,26,73,41
"g45542",830,554,457,73,87,75
"g45543",169,57,86,30,70,43
"g45544",0,0,0,12,26,17
"g45545",125,45,140,49,77,58
"g45549",56,25,14,131,144,124
"g45548",130,78,88,45,81,80
"g45550",102,36,69,129,154,121
"g45551",258,104,73,60,81,76
"g45552",268,134,204,47,104,105
"g45553",14,10,16,110,240,174
"g45556",175,123,195,193,304,224
"g45569",0,0,0,12,12,39
"g45572",0,2,0,13,5,23
"g45568",36,8,5,16,16,18
"g45573",2,5,6,3,7,12
"g45576",25,10,12,19,26,29
"g45580",336,241,373,26,50,29
"g45593",0,0,4,8,14,20
"g45594",0,16,36,100,124,160
"g45592",233,133,132,52,96,57
"g45602",0,0,0,12,12,19
"g45601",2,0,3,5,9,5
"g45609",0,0,10,9,31,32
"g45640",3,10,1,22,29,35
"g45646",2,3,0,14,21,24
"g45650",2,0,9,13,7,21
"g45678",4,8,41,14,25,30
"g45680",5,14,11,19,49,27
"g45681",7,0,0,26,61,38
"g45666",0,0,0,7,38,25
"g45667",0,0,0,19,29,27
"g45668",0,0,0,12,24,17
"g45669",0,0,0,10,26,29
"g45670",0,0,0,14,13,10
"g45693",0,0,0,11,12,8
"g45692",1,4,1,9,12,12
"g45694",351,118,216,72,93,88
"g45709",10,3,0,13,19,19
"g45712",4,5,9,27,57,41
"g45720",5,23,12,44,63,59
"g45724",589,328,397,101,211,146
"g45729",3,11,2,60,100,58
"g45726",0,2,0,39,33,27
"g45739",3,1,0,138,288,110
"g45740",1484,943,791,96,165,147
"g45759",16,67,28,43,39,55
"g45763",382,284,440,20,68,38
"g45764",237,130,97,43,97,49
"g45766",10,14,13,18,72,46
"g45776",0,0,0,40,62,74
"g45777",0,0,0,54,85,53
"g45782",6,6,2,12,30,14
"g45786",12,9,2,40,48,39
"g45787",0,0,0,27,64,31
"g45788",0,0,0,19,29,13
"g45789",0,0,0,30,37,27
"g45793",0,0,15,18,88,57
"g45795",0,0,17,18,88,57
"g45796",0,0,0,28,50,30
"g45797",0,0,0,22,42,27
"g45790",11,5,3,25,47,34
"g45791",8,10,5,16,51,35
"g45792",3,0,11,17,49,31
"g45798",4,0,0,29,38,29
"g45799",27,4,6,47,37,51
"g45804",1,2,0,4,21,17
"g45805",1,2,0,4,21,17
"g45807",9,0,4,24,46,23
"g45806",40,10,22,18,42,9
"g45808",5,5,5,28,53,25
"g45812",0,0,0,19,33,17
"g45814",0,16,11,35,101,48
"g45815",0,0,0,16,32,16
"g45818",56,87,113,27,38,61
"g45824",3,0,0,0,12,7
"g45832",50,7,16,18,48,20
"g45848",7,4,4,22,45,27
"g45852",0,0,4,16,10,15
"g45851",10,0,5,27,23,28
"g45861",0,0,0,3,14,3
"g45862",0,0,0,14,36,32
"g45864",0,0,0,12,18,20
"g45860",1,4,0,1,11,13
"g45868",12,11,22,21,98,49
"g45872",3,13,1,18,26,19
"g45866",291,271,272,52,145,97
"g45873",3,0,0,84,104,95
"g45875",0,0,0,28,32,8
"g45891",1,0,0,32,41,27
"g45898",2,0,2,9,26,27
"g45914",0,0,0,18,32,8
"g45923",8,1,4,28,38,40
"g45943",0,0,0,31,61,44
"g45947",1,0,0,9,35,20
"g45959",6,0,11,39,60,44
"g45964",7,0,3,84,123,98
"g45966",144,0,3,77,173,125
"g45968",21,23,10,28,60,36
"g45973",1,1,1,8,11,8
"g45985",3,33,0,27,62,8
"g45987",747,529,403,43,83,57
"g45993",20,0,7,15,38,37
"g45990",0,0,0,6,10,14
"g45991",92,27,65,39,71,81
"g46009",44,25,46,26,45,57
"g46005",114,87,101,45,88,85
"g46006",303,152,234,50,98,75
"g46007",655,430,519,134,206,202
"g46015",0,0,0,14,10,12
"g46017",0,0,0,22,52,31
"g46026",0,0,0,1,1,7
"g46027",0,0,0,2,5,5
"g46023",28,23,38,45,70,48
"g46051",0,0,0,34,46,28
"g46053",8,0,22,12,17,10
"g46057",4,0,0,16,19,11
"g46056",3,0,0,28,54,48
"g46039",0,0,0,70,16,60
"g46043",0,0,9,17,14,20
"g46046",0,3,13,13,25,34
"g46048",0,5,0,13,5,10
"g46037",21,28,17,21,78,30
"g46045",3,0,0,9,20,30
"g46047",35,0,14,18,12,22
"g46049",52,35,47,45,169,87
"g46066",295,295,184,61,127,115
"g46070",524,352,184,280,510,461
"g46079",1,0,0,10,8,5
"g46080",5,0,0,66,36,84
"g46094",9,6,12,25,50,55
"g46116",0,0,0,2,16,31
"g46127",0,0,4,8,17,30
"g46128",0,0,0,3,6,11
"g46134",0,0,0,2,10,14
"g46135",0,0,0,10,17,33
"g46131",4,2,3,34,105,110
"g46179",62,75,2,54,80,95
"g46160",0,7,11,10,28,27
"g46175",0,0,0,18,8,11
"g46176",0,0,0,29,19,29
"g46163",6,7,10,4,10,4
"g46143",111,54,16,58,122,79
"g46186",30,1,4,30,41,27
"g46188",2,0,4,41,42,45
"g46187",7,0,0,85,126,114
"g46191",0,0,0,22,23,67
"g46193",0,0,0,23,17,24
"g46192",6,0,0,15,16,24
"g46211",18,11,16,17,13,12
"g46215",1,0,0,6,7,4
"g46214",101,102,85,28,62,59
"g46221",0,0,0,12,15,17
